,Unnamed: 0,comment
828,828,"Suka terharu kalo liat kedekatan ayah sama anaknya, karna aku gabisa mendapatkan figur ayah yang ""sebenarnya"" aaaaaaaaa sedih deh🥹🫂"
829,829,semua ayah hebat
830,830,"bangga banget sama ayahnya nada, sehat terus ayaaah selalu baik yaa om deddy juga semoga selalu baik selalu kalian semua sekeluargaaa ❤"
831,831,"Oom q tumor paru"" sblum tw penyakitnya msih bsa jalan n bangun sndri. Bgtu tau sakitnya n stadium 4 oom q makin ngedrop, n bulan lalu meninggal. Minta do'anya ya, semoga oom q Husnul Khotimah. Aamiin"
832,832,"Menurut g om dedi baik sekali,begitu luar biasa hatimu,nada km ank plg bahagia di dunia ini pstnya,jagalah kedua ayah dan papamu.mereka bnr2 sayang sekali sm km loh,buatlah mereka bangga yah tp jgn jd beban buatmu ya,jlnkan sj sesuai kemauanmu,raih cita2mu setinggi2nya..bahagiakan mereka"
833,833,Bpaknya kuat banget g nangis☺️ klw si A... Pasti udah nangis2 😂😂😂
834,834,"nadaaaa, semoga orang tua kamu sehat-sehat dan terus ada buat kamu yaa, semangat❤❤❤❤"
835,835,Setujuu Om..... Nada jangan dikenalin sama Cowok dlu....... Yg ada namanya Pacaran ttp cowok yg keenakan......😂
836,836,Setujuu Om..... Nada jangan dikenalin sama Cowok dlu....... Yg ada namanya Pacaran ttp cowok yg keenakan......😂
837,837,"Ko sedih si nontonnya:"")"
838,838,Gus mu lagi viral tuh ded
839,839,😂😂😂😂😂😂😂 ko deddy lucu ternyata
840,840,Jadi ke inget seorang ayah yg sedang berjualan es teh 😢
841,841,Penuh dengan gula ❤
842,842,Beruntungnya nada
843,843,Papa dan ayah bersatu ❤🥰 semua sayang nadaa..
844,844,workout dirumah enak bgt sambil lihat konten om dedy ❤
845,845,Kenapa aku baru baca thumbnailnya aja udh terharu😢
846,846,Ayah dan Papa yang hebat dan boleh di banggain 👍nada doakan supaya 2 lelaki hebat ini srhat dan panjang umur🙏
847,847,Aku pernah jatuh dri jembatan tinggi 2 meter..motor sampe kebalik..tp aku gak inget sama sekali
848,848,Gw cowok tpi agak nangis dikit gpp yah?
849,849,keren nich klrga
850,850,Ternyata sesayang itu azka ke adeknya
851,851,"Deddy please sadar, Ayah kandung Nada membutuhkan Nada disisa hidupnya, bersama hidup , menemani , itu wajar anak perempuan mengurusi Ayah kandungnya.

Deddy hrs ikhlas lepaskan Nada"
852,852,"Episode Close The Door ter 'sweeeetttt'... 
Yg menolong membumi, yg di tolong sadar diri. 
Nada, you should be greatfull that you have two amazing dads."
853,853,Nada dulu muncul nya pas balet2 pencarian bakat itu ga sih?
854,854,"jangan judges NADA,, kita harus beradaptasi dengan ZAMAN,,"
855,855,"9 hours ago and already 1.2 million :D, gokil"
856,856,enak ya lihat nya  kalo yg di tolong TAU TERIMA KASIH
857,857,yang punya nama agus harus nonton ini nihhhh
858,858,"Nada mirip banget,sama Ayahnya❤❤"
859,859,"Padahal mau dengerin nada nyanyi more than worlds malah kena copyright, otw Instagram 😍"
860,860,"Luar biasa ya, nada disayang 3 lelaki luar biasa dilindungi sebesar besarnya. Masyaa Allah, sehat sehat yaa nada"
861,861,"Selama gua nonton chanel ini, ini episode terbaik menurut gua..."
862,862,Beben t-fiveee!!!!
863,863,"om Deddy sangat baikkkkkk.,semoga Allah selalu lindungi om Deddy sekeluarga,,.❤"
864,864,kalian punya bapa? 🙃
865,865,"Salut sama 3 sosok di video ini. Salut sama OmDed yg tulus banget nolong satu keluarga ini (dan jg orang2 lain di luat sana yg juga sdh ditolong OmDed dengan tulus). Salut sama Bang Beben dengan semangat juangnya. Dan salut juga sama Nada yg masih umur segitu tapi multitalented banget. The real example of family isn't always bound by blood, but by love. Salut 👏🏻👏🏻"
866,866,Luar biasa papa Dedy! Dedy baik skli hatinya!
867,867,Untung bukan si Agus ayahnya ...
868,868,"Alhamdulillah beben membaik...kita sepantaran beben n cindy, orang tua kita bersahabat...gasangka liat lagi beben di Closethedoor bikin pikiran flashback very nice memory saat ortunya beben ""Om Iwan"" ngajarin beben main gitar bahkan diajarin ampir semua alat music dan beben jago maen gitar. Ada hal kocak beben cerita dia lebih suka nge gambar sama maen robot2an  Voltus, thundercats n gundam 😊"
869,869,Nada sangat beruntung punya 2 sosok ayah
870,870,Baru tau saya ayah nya nada beben t-five
871,871,"Klarifikasi gus miftah ttg es, pasti rame om"
872,872,"donasi yang jumlahnya kurang dari 50 juta aja dilirik dan dicuri oknum, APALAGI YANG DONASI JUMLAHNYA 1M, SEBERAPA BANYAK OKNUM YANG PENGEN NYURI"
873,873,Alhamdulillah ayah nada dah sehat.. smg sehat sll.. nada bersyukur punya  ayah n papa.. 2 orgtua yg hebat ... smg kalian selalu dlm lindungan NYA.. Tabarakallahu🤲🤲🫰
874,874,"Kok gak kumpul dirumah nada dan ibu nya knpa dihotel, apa udh cerai sama ibu nya nada"
875,875,Kagum banget sama ayahnya nada..  dan pengen nangis apalagi pas bilang malu ngerepotin nada 😢❤ get well soon kang Ben
876,876,"Gini nih gus di tolong terimakasih, gak kaya lu gk bersyukur gk berterima kasih"
877,877,"Adeeem.., Tentreem...!!, lihat sesion ini 😍
Dri pada FA dkk"
878,878,"Baru sadar ternyata basisnya t five,"
879,879,Ayah Nada keren....dia ga pengen ngrepotin org lain gak kyk kasus donasi yg lg viral...😊
880,880,keren sekali 2 laki-laki ini
881,881,Gw ngefans sama t five jaman pensi sma... Sehat slalu bang beben...yg udh mewarnai masa sma
882,882,Om ded lihat pengajian gus Miftah yang lagi viral tuh gimana menurut km om ded aku tunggu tanggapan mu om ded terimakasih 😢😢😢
883,883,Baru tau kalau anda anak personil band t five .
884,884,Om Agus angkat jadi kameramen bawa kamera wkwkw
885,885,bang ben ben ❤
886,886,"Ini lo di bantu gk lupa berterimakasih,ada orang di bantu e,malah gigit itu manusia apa hewan"
887,887,❤❤
888,888,Doa kan saya ya teman-teman.Mudah-mudahan YouTube saya bisa kaya YouTube nya om dedi.biar bisa nyekolahin adik-adik 😌🤲
889,889,KISAH NYA KEREN SI AYAH NADA KLO D BIKIN FILM
890,890,Wah bisa bisa azka kelak berjodoh ama nada 😊😊ya gak papa sih sama sama baik 😊
891,891,Agus suruh lihat bpaknya nada biar belajar adab
892,892,do'a kan bapa saya ya guys biar cepet sembuh dari cuci darahnya 🙏🏻
893,893,Kapan om ded mau podcast sama guru anda tentang klarifikasi bapak bapak penjual es teh
894,894,Besanan aja DECH om. Nada calon Azka yg terus terjaga. ❤
895,895,"Maaf, ini teh kang beben yg profesi sebagai penyiar bukan yah? Maaf klo salah."
896,896,Salut sm om dedi & om beben kel yg tulus...sht sll untuk semuanya
897,897,"Nadaaaa, senangnyaaa punya 2 ayah yg amat sangat menyayangi ❤❤❤❤"
898,898,"Intinya,, kasih sayang sebenarnya bukan menuruti apa yang di mau...
Batasan bukan sebagai hukuman,, karena di kehidupan nyata gak semua hal bisa didapatkan"
899,899,Agus kabarnya gimana....coba kalau agus diangkat anak sama om ded....pasti g teriak teriak 😂😂😂😂😂😂
900,900,😭😭
901,901,Aku kelahiran 99 aja kek tentara kena pecut tabok sendal😂
902,902,Happynya nular
903,903,Bang Dedi... 😊
904,904,"Minta doanya ya teman², mamah aku juga sama Tumor Otak udah 14 tahun kena saraf mata sama hidungnya.. Harusnya di operasi tapi mamahku ga mau, semoga terus diberi kesehatan dan panjang umur. Aamiin"
905,905,"lebay tuh nada, sm ayahnya masa bgt"
906,906,"Dari video ini kita mengerti bahwa Om Ded ini tipikal orang yang ""ngapain harus menjelaskan semua keadaan pada publik"". Akhirnya inilah penjelasan sesungguhnya kenapa Om Ded adopsi Nada."
907,907,salut buat om ded . org baik dan keren banget ❤
908,908,T-Five lagunya seru dulu jaman sekolah dan acara kampus selalu muter lagu lagunya
909,909,"Mudah2an om Dedy obyektif dan adil,mau mengundang tukang es teh yg di Katai g0bl0k sm Gus miftah"
910,910,"sehat buat bapak nada,. dan kluarga om dedy,.  yang ini beda nih otaknya kena tumor tapi  kayak 100%  masih normal  beda dengan orang buta  mata buta mata hati"
911,911,"PLIIISSS WOY DETIK 1:48 ITU SUARA CEWE BILANG ""WAAAAH"" SIAPA?!?!?!?!😭😭😭😭😭😭"
912,912,"undang Gus Miftah dong om 
ngeliat video nya di sosmed ngejelekin pedagang es rasanya nyesek banget mana di goblok²in depan publik lagi😢"
913,913,ayah ben besar sekali hatinyaaaa masyaallah
914,914,Ayah beben +1.000.000 morality aura
915,915,"Baru kali ini lihat acara um ded yg paling seruh dan lucu, sumpah ngakak bgt😂😂😂😂😂😂😂😂😂"
916,916,Waw bahagia sekali 😢
917,917,😭😭😭😭
918,918,Gus tonton gus lelaki tidak bercerita gus 😂
919,919,"Amalan ayah nya nada pasti luar biasa ya,,Ampe d saat Dy gabisa jaga apalagi rawat nada,,Alloh kirimkan om ded buat rawat nada dgn amat sgt baik❤️❤️❤️"
920,920,"Semoga nada bisa dapat jodoh kayak aku..
Setia wkwkwkwk😂"
921,921,4 jepol untuk ayah nanda good atitut
922,922,nada❤
923,923,nada makin kaya cowok
924,924,Terharu bgt liat ayah nada ga aji mumpung baik tulus Masyaallah ❤
925,925,Hebat ayah nada👍🏻
926,926,Personil tfive ni
927,927,suka banget lihat mereka.... ❤❤❤❤
928,928,Nada enak banget punya bokap dua yang sayangnya ga  maen_maen..
929,929,Serius baru tahu nada beragama Islam 😅 gue kira kristen
930,930,"Nada anak yg baik dan bijaksana walaupun usia belia ,  semoga sukses yah nak 2 ayah yg baik bersambutan tangan membimbing menuju masa depan yg ceria dan bahagia , kejar cita2mu dan dapatkan cinta sejatìmu dalam hidupmu ."
931,931,Part 2 om semua keluarga besar om ded
932,932,"Dulu pd blg nada copy sabrina, tapi liat ayahnya sebelahan, copy ayahnya banget sih"
933,933,Orng tua yg hebat 😎😎😇nada kamu sangat beruntung ❤
934,934,❤❤❤
935,935,Keren om Beben......jadi inget waktu sering nonton di Fame station...sehat terus om Beben....maju terus Nada .....om Ded keren banget
936,936,Itu Gus Mitfah gurumu diajarin tata krama dong. Memalukan dan menjijikkan
937,937,Semoga selalu dikelilingi orang-orang baik. Aminn
938,938,Om ded... gus mifth gmn critanya tuh ngehina kang es teh.. astaghfirulloh.. gus kok adab e ra main blas
939,939,"""This is much better than seeing AGUS on internet crying for MONEY"""
940,940,"tapi ayah"" penjual es teh di katain goblk, gimana tu 🫠"
941,941,Saran dari pak RW 😅
942,942,"Gua bangga, gua sedih, gua terharu nontonnya. Sehat"" buat kalian semua❤"
943,943,"Bangga banget ngelihat papa dan ayah, semoga selalu menjadi kluarga besar yang akur dan menjalani silaturahmi dgn baik Aamiin 😇😇"
944,944,"pantesan gue ngira ini kaya om beben tfive eh ternyata bener. masyallah orangnya baik bgt yaaa, sehat sehat ya om beben❤❤"
945,945,konsumsi HIKARI produk dari AFC Jepang untuk memulihkan semua fungsi otak
946,946,"Tanggapannya bang dedy tentang gus mifta yang menghina penjual esteh, di depan banyak  orang yang katanya si pemuka agama tenga kata katain orang goblok,"
947,947,"Om Ded tolong undang Gus Miftah dong mau denger klarifikasi nya, pas dipengajian ngatain orang jualan/pedagang asongan dengan ada kata “ G*bl*k” sekarang udah viral banget di FB, sosial media.. secara Gus Miftah ada di kementerian kabinet Bpk. Prabowo.. 🥲 semoga dibaca sama Om Ded/admin team Closethedoor 🙏"
948,948,"om ded, aku salah satu peserta somasi yang baru2 ini tampil di somasi. terimakasih banget udah kasi kesempatan sama aku. penampilanku disomasi membuat keluargaku bahagia. khususnya adek ku yang juga punya tumor otak seperti papa nada. saat ini sedang menjalani pengobatan dan sudah 2 kali operasi. masih harus menjalani pengobatan lanjutan lagi. mohon doa nya om ded dan teman-teman semua. mudah2an adik aku bisa cepat pulih dan menjalani kehidupannya dengan baik lagi."
949,949,"Aku jg om pernah divonis ada tumor di kepala sama dokter tp masih kecil, dulu sebelum aku minum obat aku sering langsung pingsan pas sadar aku lupa semua yg terjadi.. Pernah saya naik motor langsung jatuh hilang ingatan dan sampai saat ini banyak sekali kenangan dalam hidup saya yg saya lupa tp teman teman aku sdh biasa sama aku dan udah tau klo aku mau pingsan tp alhamdulillah skrg udah g pernah lahi pingsan om semenjak minum obat dr dokter cm banyak sekali kenangan dalam hidup saya yg saya lupa.."
950,950,"Terharu ,,, km beruntung nada ,, sehat2 kalian ya ❤"
951,951,"Undang MIFTAH OM tolong, biar klarifikasi ngatain penjual es goblok, bantu UP in teman2"
952,952,sedih cuk
953,953,Semoga Ayah Nada diberikan kesembuhan 😇
954,954,"Masya allah, beruntung banget nada😢aku jadi pengen disayang gini sama.bapak ku😢"
955,955,Aku nggk pernah ngerasain kasih sayang seorang ayah tu kayak gimana...😔😔😔
956,956,Nada anak yang pantas di sayang ..anak pintar ❤❤❤
957,957,Masya Allah ❤
958,958,Om ded ceritain masa remaja nada membuat ayah ben g merasa kehilangan part tumbuh kembang nada di masa remaja. Mjd memori tersimpan di otaknya ayah ben. ❤
959,959,"Suka bgt sama obrolan ini 🥰buat ayah nada semoga sehat selalu ya om panjang umur biar terus bisa liat nada tumbuh dan sukses,,nada anak beruntung punya bakat seni yg luar biasa dr ayahnya dan dapet suport yg hebat dr om ded nada punya sm2 sosok bapak yg sangat hebat sukses terus ya nada❤"
960,960,"Ayah nya nada orang yang bermartabat,contoh laki2 yang bisa hadapin smua nya keren"
961,961,Omded gmn sahabat nya yg goblokin kakek tukang es????
962,962,"Bheben T Five yak ini, baru tau kalo dia ayahnya nada 😂"
963,963,Ujung tahun 2024... Agus sedih... Nisa sbyan... Gus miftah😊
964,964,"Doakan ibu dan ayahku mereka  sudah meninggal... Semoga di lapangkan kubur ny dan di berikan surga nya Allah SWT... 
amin... 🙏🤲"
965,965,Ya ampun nangis aku dengerin pesan antara anak sama bapak.jadi kangen sama almarhum bapak 😢
966,966,"Kayak mau nangis dengar nya, ini perbincangan bapak bapak yang membanggakan anaknya"
967,967,"Big uplose to......laaa diidaa...laaadidaaaaaa😂😂😂😂😂😂
Semoga kebaikan selalu mengiringi kita semua...amiin."
968,968,"gimana tanggapan om Deddy tentang gus miftah yg merendahkan penjual es dengan mengatakan ""goblok""pd saat gus miftah mnyampaikan ceramahnya.apakah jualan di acara pengajian memang sehina itu sehingga di katakan goblok.padahal itu kan jualan halal"
969,969,ayah beben nabung karma baik yg membawa keberuntungan buat Nada. krn kan mas dedy pernah kenal baik sama mas beben sebelumnya
970,970,Pak. Dedy   mau. Nanya. Apa. Pak. Deden seorang.  Penyanyi.  Atau. Pemusik.      Sopan  santun.  Sekali.   Ayahnya. Nada
971,971,Penyegaran setelah tiap hari liat sosmed isinya agus saja😂
972,972,KLo gini kan enak gk usah kayak sebelah teriak-teriak pakai mic.... ud salah nuntut pula....
973,973,Kelihatan sabar banget ayah nya.kayak almarhum bapak ku😢
974,974,Oala ini toh alasan om dedi milih nada dari sekian banyak anak dan ternyata nada adalah anak salah satu sahabatnya om ded..
975,975,"Enak jdi nada, jdi iri hehe"
976,976,asik ini sih..
977,977,"durasi nya cantik, 50:50"
978,978,Ada yang tau kenapa papa nada tinggal sendiri? Gak bareng nada dan mamanya?
979,979,"wkwk kasian calon nada,. mo ngimpres lewat fisik kalah ma kaka angkat, mo adu pinter kalah sama bapak angkat, mo musik. kalah ma Bapak kandung. wkwk"
980,980,"Izin ketuaa, mau lapor yg lagi viral, gus mifta tolong minta maaf ke bapak penjual es .kasih bantuan buatin usaha , sangat tersayat2 hati ini melihat bapak2 yg lg berusaha cari nafkah jadi bahan tertawaan jamaah."
981,981,"Nada nich anak yang beruntung punya 2 papa dan 2 bunda serta punya kakak azka yg super keren , penyayang dan protective"
982,982,sehat2 om beben
983,983,Definisi lelaki tidak bercerita 😢
984,984,Ma Syaa Allah Tabbarrakallah...terharuuuu kasih sayang kalian💞💞💞💞💯👍Bahagiaaa
985,985,"Beruntung nada banyak yg jagain,banyak yg syg."
986,986,"nangisssssss🥺🥺🥺🥺🥺, nada besar pasti jadi semone big🥰"
987,987,Kesehatan adalah nikmat terbesar dari Tuhan setelah nikmat iman dan Islam.
988,988,liat nada ini jadi teringat drakor family by choice.
989,989,"Agus hrs byk belajar dr ayah nada,orang yg tau terimakasih,nggak memanfaatkan."
990,990,"Tolong semua up komen ku.. aku pengen bantu tetanggaku.  Dia sakit tumor ganas di payudara dan tangan kanan.. sudah menjalar kemana².. mau operasi pake bpjs.. penanganan nya lama bgt.. hasil biopsi aja nunggu 10 harian..
Aku tinggal di bekasi.. skrng mama alya (tetanggaku) udah pasrah bgt.. mana anak nya 4 yg kecil baru umur 2 bulan..
Suami kerja serabutan..

Tolong yg bisa bantu up.. biar di dengar om Dedy . 
Tolong bgt.."
991,991,"Tolong semua up komen ku.. aku pengen bantu tetanggaku.  Dia sakit tumor ganas di payudara dan tangan kanan.. sudah menjalar kemana².. mau operasi pake bpjs.. penanganan nya lama bgt.. hasil biopsi aja nunggu 10 harian..
Aku tinggal di bekasi.. skrng mama alya (tetanggaku) udah pasrah bgt.. mana anak nya 4 yg kecil baru umur 2 bulan..
Suami kerja serabutan..

Tolong yg bisa bantu up.. biar di dengar om Dedy . 
Tolong bgt.."
992,992,mirip
993,993,Dari dulu tuh suka iri liat org2 punya abang gitu..😢 beruntung sekali nada punya abang ky aska
994,994,Anying siapa yang naruh bawang di video ini😢😢😢
995,995,Salfok sama kulit nada. Cerah banget yak😢
996,996,"Nada kamu hrs tunjukkan kasih sayang mu Ama Ayah kandungmu
Tetap sebagai anak , karena kamu tetap anak walau kamu sdh sukses atau jadi orang hebat"
997,997,Nada mirip banget ya sama ayahnya
998,998,ayah nya nada kaya aktor china film tv series siapa gitu ada yang bisa bantu 😅 di inget2 kagak inget2
999,999,❤
1000,1000,"Kalo gamau, papa yg cium ayah 😂😂😂😂😂 absurd om deddy"
1001,1001,"azka keren, kliatan nya cuek tpi prhatian parah 👍"
1002,1002,Tuhan udah kasi contoh .dan real di mana manusia itu bisa beradab jika di kelilingnya bersam orang baik ..om dedy juga punya dan pernah ada malsalh tapi om ded juga tetap bantu orng  lain ..karma om ded saat ini di muliakan dengan waktu berjalan ..salut om dedy tetap jadai ornag baik om ded
1003,1003,Nih ayah nada artis ya?? Kok wajah nya kyk artis
1004,1004,"Ayahnya udah cerai ama ibunya nada atau gmna,, kok skilas denger ayahnya tggl sama kakeknya nada"
1005,1005,"Agus Salim itu harus nya niru sikapnya mas beben, he is a good man"
