,Unnamed: 0.1,Unnamed: 0,comment
1060,1060,1060,maafibu nya nada kmna yakq gk bareng sma ayah na nada ke podcast
1061,1061,1061,papah ayah 
1062,1062,1062,di peluk dong bpknya nada
1063,1063,1063,serasa nonton hitam putih lagi
1064,1064,1064,skill nada  narinyanyimusiksulapmasak
1065,1065,1065,bahagia banget kamu nada 
1066,1066,1066,such an awesome relationship they have to each otherastonishing 
1067,1067,1067,nada kamu pasti bangga banget punya ayah sama papa yang keduanya sayang banget sama nada 
1068,1068,1068,terharu bgt liat nyaayah nya nada keliatan bgt orang baikpapa dedy juga oranh baik bgt nada kmuh beruntung bgt punya 2 ayah yg sayang dan protect bgt k kmuh  kmuh juga di protect sama kakak azka 3 laki2 terbaik yg kmuh punya nadaajd anak yg sholehah ya nadaaa jd anak yg sukses dunia akhirat krna kmuh juga anak baik 
1069,1069,1069,untung dibantu mas daddy jadi bisa berobat dengan maksimal
1070,1070,1070,ibuku baru kemarin pasang tempurung kepala sehabis op tumor otak  doakan semoga lekas kembali seperti semula 
1071,1071,1071,nada beruntung punya 2 ayah yang sayang sama nada aku sendiri cuma punya 1 itupun gak tanggungjawab sama keluarganya
1072,1072,1072,love all of you 
1073,1073,1073,sehat sehat mang bhebeeennnn 
1074,1074,1074,beda sama agusdi tolong to gongong
1075,1075,1075,kan ada coki ni ya a ini temen molly namanya dustin aja ya mirip
1076,1076,1076,aku dlu mikirnya nada pnya ayah pasif gt ternyata sakit ya
1077,1077,1077,love all of you 
1078,1078,1078,allhamdulillah semoga mas deddy corbuzier bisa selalu istiqamah untuk selalu berbuat baik dan kebaikan yang berlipat ganda menyertai mas deddy aamiin ya rabbal alamin ya allah 
1079,1079,1079,yg skit hilang ingatan pingin debug lah saya malah pingin hilang ingatan atau menghilang sangking banyak dan g kuat ma cobaan hidup
1080,1080,1080,sy jg mengalami seperti yg  mas beben alami  didiagnosa tumor otak alhamdulillah sdh operasi  dan skrg sdh membaik smga  mas beben jg sehat trs  aamiin semangat sehat  mas  bebencontoh org baik ketemu org  baik jg
1081,1081,1081,jadi inget film korea ya 
1082,1082,1082,undang dong penjual es yg dihina olehlagi viral itu kasihaaan sekali
1083,1083,1083,ga ada aji mumpungga ada pansos ga ada nyari keuntunganreal semua krna cinta  suka nton nya
1084,1084,1084,tanya ke azka
1085,1085,1085,mirip soleh solihun
1086,1086,1086,jadi terharu
1087,1087,1087,bissmillahibuk q jg kena tumor otak d th 2014 waktu itu kata dokter cuma tinggal 6 bln aja hidupnyaalhamdulillah sekarang masih ada tp g bisa ngeliat buta suka sedih sekarang q dah nikah anak 2 tp ibuk q blm pernah liat cucu2nyamemorinya jg banyak yg ilangkadang sambil sedih suka q becandain buk ijek ileng wajah q ra  mkzdnya buk masih inget wajah q g beliau jawab yo ijek o  yo masih og jd ketawa malah sedih 
1088,1088,1088,gak bisa berkata kata lagi nonton podcas inisedihharubahagia liat nya manusia yg saling mengahormati
1089,1089,1089,sedih terharu org baik ketemu org baik smg azka ttp jd kaka baik
1090,1090,1090,cerita gk ada tangisan tpi knp aq nangis ya keren bgt sih ini ayahnya keren papahnya kece anaknya jg luar biasa salut bgt org baik ketemu org baik
1091,1091,1091,bpknya baik jadi byk hal baik jga yang menghampirinya
1092,1092,1092,good luck cowoknya nada di masa depan ayahnya musisi jd klo mau sok romantis modal lagu dan gitar harus tau diri dulu backingannya om deddy  azka sukses cowoknya sehat2 ya semuanyaaa
1093,1093,1093,nada ternyata mirip bnget ayahnya
1094,1094,1094,episode yg paling membahagiakan 
1095,1095,1095,baru tahu bapanya logatnya nyunda banget nada juga harus nyunda wkwkwk
1096,1096,1096,nada umur boleh masih muda di bilang anak kecil tapi pemikirannya dewasa karena keadaan dan pelajaran hidup ngobrol sama orang yang lebih tua tau tata krama dan nyambung proud u nada 
1097,1097,1097,alhamdulillah ayah n papa nada keren
1098,1098,1098,aq nonton ga terasa aer mata gue netes kemudian derez yaa allah papahnya nadakeputusan bener om dad angkat anak keajaiban allah sentuh hati om ded
1099,1099,1099,deru geden boss dedy
1100,1100,1100,penegm denger banger wish nya nada ke papa nya ungkapan hatinya nada ke papa nya
1101,1101,1101,dari banyak hal yg telah om deddy lakuin untuk pertama kalinya gw terkagum kagum liat deddy corbuzier gara2 podcast ini
1102,1102,1102,nah nnt emaknya datengin bloom pernah liat siapa tau cantik ky nada
1103,1103,1103,sehat trs orang baik
1104,1104,1104,ayahnya nada ko suaranya kaya aming sih om ded apa aming oplas ini
1105,1105,1105,nada ini tinggalnya full dirumah om ded apa gmna
1106,1106,1106,baru nonton setengah jadi mungkin salahkurang tepat liat nada sama aska dekat dan aska yang lebih peduli masalah baju gym itu yang menurut dia masih kurang dan nada yang lebih takut sama aska seneng sih hubungan kakak adik yang baik banget peduli banget
1107,1107,1107,masyaa allah orang baik ditolong orang baik
1108,1108,1108,emang keren bgt om ded nih podcastnya gw tunggu bgtsesibuk2nya gw di korea nih aktif bgt nonton semua acara om ded 
1109,1109,1109,ini namanya moralitas gak kayak yg ono 
1110,1110,1110,sehat terussss
1111,1111,1111,tetangga belakang rumahku udah meninggal 3 tahun lalumohon doanya ya gaesssemoga diterima disisinya
1112,1112,1112,ayahku pernah kena stroke ke2 pdahal makanan dijaga ketat setelah stroke pertama dan beban kerja berkurang ternyata masih overwork karena masih jd pengawas utk smk  pelayanan jd pendeta muda di satu gereja di palangkarayabeliau waktu kena stroke ke2 mengalami seperti brain trauma injury kehilangan kemampuan motorik 100 dan memory 90 lupa istri  anak2 lupa keluarga  teman2 lupa banyak hal yg diingat cuma memory terakhir jemaat2 yg beliau layani berkalikali ngomong kasihan jemaatnya ga bisa duduk karena penuh sesak ketika beliau banyak dijenguk orgternyata ada cairan darah di otaknyaketika pengobatan setelah seminggu memory kembali 10 jadi 20 memory ada 80 hilang jd beliau ingat namanya dan kenapa beliau di rs beliau siapa apa pekerjaannya tp masih lupa nama istri dan anak2 pin atm dll semuanya sampai keluar rs sebulan kemudian pun lumpuh total dan tangan juga ga bisa megang pensil sekalipun padahal ayahku belasan tahun kepsek stmsmk guru matematika  kelas teknik lainnya termasuk ngajar mengemudi kriya kayu komputeritperlu waktu lama utk memulihkan motorik  mengembalikan memory terapi intensif sembari pengobatan rawat jalan intensifpuji tuhan papaku motorik udah kembali 80 udah ga lumpuh dan bisa bawa mobil lagi cuma ga bisa pegang gelas piring terlalu lama dan belum bisa kembali menulis tangan memori kembali 60 selama 8 tahun ini secara bertahan tp dulu beluau fasih inggris jepang tapi beliau sudah tidak ingat banyak perjuangan banget ibuku merawat ayahku utk bisa pulihsemoga ayah kandung nada bisa pulih semaksimal mungkin seperti ayahku
1113,1113,1113,nada dan ayahnya hebat bgtt om ded jugaa baik bgtt jaga terus nada ya om ded
1114,1114,1114, bagian yang ady g lupakan terkait dengan perjuangan ayah thank you so much sir for having this amazing podcast 
1115,1115,1115,sedih bgt saat lagu love of my life keberasa bgt ayah nada sangat2 kangen dengan nada
1116,1116,1116,t five grup band waktu gue kecil dl yg sering gue denger
1117,1117,1117,ternyata ayah nanda temen lama nya om dedy 
1118,1118,1118,
1119,1119,1119,hebattttttt
1120,1120,1120,serem jg klu pelupa 
1121,1121,1121,paham kan kenapa om dedy allah takdirkan kaya raya mashaaaaallah om casing boleh gahar hati tetap hello kitty sehat om n nada smgt smg apapun yg di citakan allah permudah semuanya aamiin allohumma aamiin  bahagia n harmonis slalu om dedy sekeluarga 
1122,1122,1122,lelaki tidak bercerita itu real bro
1123,1123,1123,nada balik kah ga di rumah om ded lagi
1124,1124,1124,semoga agus bisa dengar arti terima kasih
1125,1125,1125,undang ke podhub sama bundanya
1126,1126,1126,nada sekarang jadi grow up banget sumpah dari personality dari fisik dari cara bicara dari cara menyikapi sesuatu udh keren banget kamu nada
1127,1127,1127,papanya murah hati tgg jawab pada anak angkatnya luar biasa semoga allah balas sehat lancar rejeki 
1128,1128,1128,masya alloh beruntung banget bang benben nada ketemu sama keluarga dedy terharu banget
1129,1129,1129,nada  satu pelukan kuat buat ayah mu itu adalah obat buat kami kaum ayah kapanpun kamu ketemu lakukanlah anakku sdh dewasa semua tiap hari aku peluk cuma itu kebanggaan kami orantua ded kalau kata anak medan ini kau paten
1130,1130,1130,itulah ayah dia tidak butuh materi sedikit pun dari anaknya karena melihat gadis kecilnya baikbaik saja itu sudah sangat membahagiakan semoga anak gadisku kelak selalu dalam kebahagian dan dikelilingi oleh orangorang baik aamiin
1131,1131,1131,asli emang keren nih ayah beben dari jaman awal di tfive  sampe skrg mudah2an sembuh total y bisa comeback sama tfive lg nada smga sll jd anak baik sholehah tirulah ayah dan papa smga happy2 terus yah kluarga ini
1132,1132,1132,om ded knp ayahnya nada ga di bikinin channel youtube ngobrol2 antara temen2 musisi
1133,1133,1133,nada youre really lucky to have ayah dan papa yg luar biasa please jaga mereka ya nada 
1134,1134,1134,ayah nada real arti smart peopledenger beliau ngomong aja berasa adem
1135,1135,1135,nada cantik banget si  cantiknya enak di lihat 
1136,1136,1136,gw bukan siapa2 tapi big thanks to om ded yg selalu baik 
1137,1137,1137,nanti ibu kandungnya aska kapan om
1138,1138,1138,terharu
1139,1139,1139,kang beben sehat terus ya kang bapak saya cancer otak sejak ketahuan sampe meninggal cuma 4bulan aja masa terberat dalam hidupku beliau yang biasa gagah perkasa dengan pemikirannya yang luar biasa tiba bangun dari kursi aja ga bisa  sama anakku ga ingat padahal cucu kesayangannya seneng banget lihat podcast ini terharu tapi terhura may allah bless you guys always
1140,1140,1140,ya allah bahagianya nada disayang banyak orangkirain cuma konten azka ngelindungin nada makin ngefans sm azka dan kekuarga om ded 
1141,1141,1141,ini baru yang ditolong tau terima kasih keren
1142,1142,1142,aku happy liat ini terharu
1143,1143,1143,sedih haruu pengen nangis  gua
1144,1144,1144,doain saya ya guys di umur 29 ini sulit mencari kerjasemoga ada orang baik yg mau bantu ekonomi saya saya hanya punya izasah smk 
1145,1145,1145,warm baangeeet eps iniii
1146,1146,1146,disaat ada orang yang tidak mendapatkan kasih sayang ayah nada malah double2 dptnya termasuk seseorang yang beruntung sekali mudah2an gk menyia2kan dan dapat memetik manfaat dari keduanya
1147,1147,1147,nadaa nadaa nadaaa kamu harus bersyukur banget nget nget kamu cantik punya ayah yang hebat punya papah sambung yang hebat  ketika kelak kamu jatuh ingat tuhan yang sudah memberi kamu semuanya  jangan sia siakan 
1148,1148,1148,abis ini undang ke podhub yokkk
1149,1149,1149,rendah hati ya ayah nada good attitude
1150,1150,1150,om ded panggil tukang es teh yang di katain gbk sama gus miftah dong  kasihan dia  orang tua tak seharusnya kluar bahasa seperti itu buat candaan  dia pejuang nafkah untuk kluarga ikutan sedih di ketawain orang banyak padahal gk lucu blas 
1151,1151,1151,barakaallah fiikum ayah beben dan nada  yg di tolong org baik tau trmksh ga spt si agus yg di ksh hati mt ampela gajah 
1152,1152,1152,baik bgt ayah nada dia ga mau nyusahi anaknya ga mau aji mumpung smga cepat pulih ya ayah nada
1153,1153,1153,om deddy barangkali mau bantu bapak2 penjual es teh yang viral gara2 di kata2in goblok sama gus miftah orang2 yang diatas panggung menertawakan bapak penjual es teh bahkan ada yang sampai tertawa terbahak2 om deedddd barangkali berkenan angkat derajat pak penjual es teh
1154,1154,1154,sedih waktu om ded nyeritain keseharian nada dan perubahannyahuhuayah kehilangan moment itu
1155,1155,1155,ini mirip kyak di film korea yaa berarti ada bener ya penyakit kyk gitu ku kira ada di film aja
1156,1156,1156,ayah nada sangat bijaksana gak aji mumpung salut banget semoga sehat sehat selalu ayah 
1157,1157,1157,di film in bagus nih omded cerita ayah nada dan nada gimana kangennya dan perjuangan seorang ayah cuma untuk bisa melihat anaknya 
1158,1158,1158,
1159,1159,1159,harus bawa rekaman terus biar tibatiba lupa bisa muter rekaman
1160,1160,1160,doa kan ya guys mamak saya juga lg berjuang tumor otak dan sebenar nya sudah di kasih gelang ungu d rs kemarin sekarang sudah balik d rumah dan berobat jalan moga d beri jalan yg terbaik buat mamak n keluarga
1161,1161,1161,kalau kisah beben dijadiin film aku pasti nonton banyak banget yang udah dilalui
1162,1162,1162,keren om ded semoga selalu dilindungi oleh tuhan untuk om deddy dan seluruh keluarga nya beserta orangorang disekelilingnya 
1163,1163,1163,om ded napa tuh temen lu gus miftah sama pedagang asongan rame d tweet hmm
1164,1164,1164,kenapa ya situ yg cerita aja pd hapy saya yg lihat ngelihat rasa hati teriris dan rasanya pingin nangis
1165,1165,1165,nadaaaaa aku iriiiiiiiiiaku pny ayah cuma 1 tapi skrg uda diambil sama yang punya 
1166,1166,1166,ayahnya nada tidak memanfaatkan ketenaran anaknya diam ternyata emas
1167,1167,1167,menangis sepanjang episode ini harus ada yang tanggung jawab
1168,1168,1168,kalian keren sih bisa begini saling care nya
1169,1169,1169,entah kenapa sedih banget liat ayahnya nada keliatan sedihnya dr mata dn ketawa nya pas saat omded ama nada cerita2 tentang nada di rumahnya pasti dia kangen banget juga mau banget juga ngumpul2 nadasedih tapi mau gimanaa nada beruntung banget dapet 2 ayah yg luar biasa baik nya luar dalem sm hati nya
1170,1170,1170,setelah denny sumargo podcast dengan orang yang banyak bersyukur setelah di tolong sekarang giliran om dedy  ini sih podcast penyegaran agar kita selalu bersyukur dan berterima kasih kepada penolong saat kita membutuhkan  
1171,1171,1171,qot fersi nyata nih 
1172,1172,1172,
1173,1173,1173,sehat selalu bapaknya nada nada om deddy dan keluarga
1174,1174,1174,cuma mau bilang  aku sangat suka edisi ini 
1175,1175,1175,bahagia nya nada di kelilingi oleh orang orang baik dan sayang sama nada
1176,1176,1176,berbahagialah kau mbk nada  kumu di kelilingi orang orang hebat tangguh penuh ke ihlasan dan kasih sayang
1177,1177,1177,laki laki tidak bercerita tiba tiba ketipu  
1178,1178,1178,
1179,1179,1179,       
1180,1180,1180,nada nurunin gen bapaknyaa yaa  mirip banget
1181,1181,1181,siapa yang naro bawang woyy
1182,1182,1182, maaf nada beruntung kamu masih punya ayah yang bisa di cium dan di peluk  bagi kami yang sudah di tinggalkan se orang ayah ingin peluk dan cium aja hanya batu nisan dan gundukak tanah  sayangi keluarga masih ada jika sidah di tinggalkan baru tetasa 
1183,1183,1183,ayah orang yang terlihat cuek tapi sangat peduli semoga ayah di  bahagia di surga sana  aminnn
1184,1184,1184,fixed  master bisa nyanyi  love u all great example of love of family and friends
1185,1185,1185,tapi aku mau jadi rafathar
1186,1186,1186,donasi agus dipindahin ke bapak kandungnya nada ajalah kayaknya yg setuju like lah
1187,1187,1187,pantesanpapanya gawat
1188,1188,1188,keren
1189,1189,1189,ooh ayahny nada personil t5
1190,1190,1190,nada mirip ayahnya
1191,1191,1191,nadaa you are very luckyyy
1192,1192,1192,mashaallah ayah beben sama papa deddy terbaik 
1193,1193,1193,pernah paman ku diotaknya ada semacam cairan jadi pas parahnyapas duduk lupa ingatantp pas rebahan bisa nginget
1194,1194,1194,nada makin lama makin cantikbadannya bagus
1195,1195,1195,hmmmm kya nya agus harus belajar dari ayah nya nada biar agus gak sedih lagi
1196,1196,1196,bahagia dan sehat selalu berkah hidupnya dunia akhirat aamiin
1197,1197,1197,kyk sakitnya film queen of tears yasemoga ayah nada sehat selalu
1198,1198,1198,nada sering2 plg temuin bapaknya
1199,1199,1199,nada bersyukurlah karna banyak yg sayang dan perhatikan km aku aja gk pernah dapat perhatian dari kakak dan ayahku
